accuracy_rating,allows_children,allows_events,allows_infants,allows_pets,allows_smoking,amenity_ids,avg_rating,bathrooms,bedroom_label,bedrooms,beds,can_instant_book,cancel_policy,checkin_rating,city,cleaning_fee,cleanliness_rating,communication_rating,guest_overall_satisfaction,host_verified,id,is_business_travel_ready,is_new_listing,is_super_host,kicker_content_message,latest_review,latitude,listing_url,localized_city,localized_neighborhood,location_rating,longitude,max_nights,min_nights,monthly_price_factor,name,neighborhood,p3_summary_address,p3_summary_title,person_capacity,picture_count,preview_amenities,price_night,price_string,property_type_id,rate_type,requires_license,response_rate,response_time,review_count,review_score,reviews_count,room_and_property_type,room_type,room_type_category,self_checkin,space_type,star_rating,value_rating,visible_review_count,weekly_price_factor
10,True,False,True,False,False,"[33, 129, 34, 35, 4, 39, 40, 41, 42, 44, 12, 30]",,1.0,1 bedroom,1,2,False,CANCEL_FLEXIBLE,10,Helsingfors,,10,10,,False,43064194,False,True,False,Apartment room,2020-03-11T13:24:18.000Z,60.16945,https://www.airbnb.com/api/v2/pdp_listing_details/43064194?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsingfors,Etu-Töölö,10,24.92134,60,1,0.55,Private studios in the heart of the city,Etu-Töölö,"Helsinki, Uusimaa, Finland",Guest-Room OWN Entrance Airport & City Easy Access,2,4,"Wifi,Heating",,$46,47,nightly,False,,None,197,98,0,Private room in serviced apartment,Private room,private_room,,Apartment room,,10,197,0.65
10,True,False,False,False,False,"[33, 129, 34, 35, 4, 39, 40, 41, 42, 44, 12, 30]",,1.0,1 bedroom,1,2,False,CANCEL_FLEXIBLE,9,Helsingfors,,9,10,,False,43064194,False,True,False,Apartment room,2019-08-31T12:20:54.000Z,60.16945,https://www.airbnb.com/api/v2/pdp_listing_details/43064194?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsingfors,Etu-Töölö,9,24.92134,60,1,0.55,Private studios in the heart of the city,Etu-Töölö,"Helsingfors, Finland","Huone Hartwall-areena,  ja keskuspuiston kupeessa.",2,4,"Wifi,Heating",,$46,47,nightly,False,,None,37,92,0,Private room in serviced apartment,Private room,private_room,,Apartment room,,9,37,0.65
10,True,False,True,True,False,"[33, 129, 34, 35, 4, 39, 40, 41, 42, 44, 12, 30]",,1.0,1 bedroom,1,2,False,CANCEL_FLEXIBLE,10,Helsingfors,,9,10,,False,43064194,False,True,False,Apartment room,2020-01-02T12:56:08.000Z,60.16945,https://www.airbnb.com/api/v2/pdp_listing_details/43064194?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsingfors,Etu-Töölö,10,24.92134,60,1,0.55,Private studios in the heart of the city,Etu-Töölö,"Helsinki, Finland",Spacious flat in the very center,2,4,"Wifi,Heating",,$46,47,nightly,False,,None,336,93,0,Private room in serviced apartment,Private room,private_room,,Apartment room,,9,336,0.65
9,True,False,True,False,False,"[33, 129, 34, 35, 4, 39, 40, 41, 42, 44, 12, 30]",,1.0,1 bedroom,1,2,False,CANCEL_FLEXIBLE,9,Helsingfors,,8,10,,False,43064194,False,True,False,Apartment room,2018-10-22T11:10:48.000Z,60.16945,https://www.airbnb.com/api/v2/pdp_listing_details/43064194?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsingfors,Etu-Töölö,10,24.92134,60,1,0.55,Private studios in the heart of the city,Etu-Töölö,"Helsinki, Finland",Nice and cozy apartment in the Design District,2,4,"Wifi,Heating",,$46,47,nightly,False,,None,25,84,0,Private room in serviced apartment,Private room,private_room,,Apartment room,,8,25,0.65
10,True,False,True,False,False,"[33, 129, 34, 35, 4, 39, 40, 41, 42, 44, 12, 30]",,1.0,1 bedroom,1,2,False,CANCEL_FLEXIBLE,10,Helsingfors,,9,10,,False,43064194,False,True,False,Apartment room,2020-02-02T11:13:25.000Z,60.16945,https://www.airbnb.com/api/v2/pdp_listing_details/43064194?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsingfors,Etu-Töölö,9,24.92134,60,1,0.55,Private studios in the heart of the city,Etu-Töölö,"Helsinki, Finland",Cozy & Urban Studio @ well-connected location,2,4,"Wifi,Heating",,$46,47,nightly,False,,None,197,95,0,Private room in serviced apartment,Private room,private_room,,Apartment room,,9,197,0.65
10,True,False,True,False,False,"[64, 1, 4, 8, 72, 73, 10, 77, 85, 89, 90, 91, 92, 93, 30, 94, 95, 96, 33, 35, 40, 104, 41, 44, 45, 46, 625, 627]",5.0,1.0,1 bedroom,1,1,True,CANCEL_MODERATE,9,Helsinki,,10,10,,False,41869689,False,False,False,Entire apartment,2020-01-27T11:59:40.000Z,60.17464,https://www.airbnb.com/api/v2/pdp_listing_details/41869689?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Etu-Töölö,10,24.91911,1125,1,0.0,Homey 1br apartment for 4 in Etu-Töölö,Etu-Töölö,"Helsinki, Finland",Cosy and luminous studio near Kamppi for 3,4,12,"Wifi,Kitchen,Heating",,$110,1,nightly,False,,None,34,94,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,9,34,0.0
10,True,False,True,False,False,"[64, 1, 4, 8, 72, 73, 10, 77, 85, 89, 90, 91, 92, 93, 30, 94, 95, 96, 33, 35, 40, 104, 41, 44, 45, 46, 625, 627]",5.0,1.0,1 bedroom,1,1,True,CANCEL_MODERATE,10,Helsinki,,10,10,,False,41869689,False,False,False,Entire apartment,2020-03-12T14:41:01.000Z,60.17464,https://www.airbnb.com/api/v2/pdp_listing_details/41869689?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Etu-Töölö,10,24.91911,1125,1,0.0,Homey 1br apartment for 4 in Etu-Töölö,Etu-Töölö,"Helsinki, Uusimaa, Finland","Disinfected well, next to the Central station",4,12,"Wifi,Kitchen,Heating",,$110,1,nightly,False,,None,385,95,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,10,385,0.0
10,True,False,True,False,False,"[64, 1, 4, 8, 72, 73, 10, 77, 85, 89, 90, 91, 92, 93, 30, 94, 95, 96, 33, 35, 40, 104, 41, 44, 45, 46, 625, 627]",5.0,1.0,1 bedroom,1,1,True,CANCEL_MODERATE,10,Helsinki,,9,10,,False,41869689,False,False,False,Entire apartment,2019-11-25T14:49:05.000Z,60.17464,https://www.airbnb.com/api/v2/pdp_listing_details/41869689?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Etu-Töölö,10,24.91911,1125,1,0.0,Homey 1br apartment for 4 in Etu-Töölö,Etu-Töölö,"Helsinki, Finland","Heart of the city, Design District",4,12,"Wifi,Kitchen,Heating",,$110,1,nightly,False,,None,200,92,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,9,200,0.0
10,True,False,False,False,False,"[64, 1, 4, 8, 72, 73, 10, 77, 85, 89, 90, 91, 92, 93, 30, 94, 95, 96, 33, 35, 40, 104, 41, 44, 45, 46, 625, 627]",5.0,1.0,1 bedroom,1,1,True,CANCEL_MODERATE,10,Helsinki,,10,10,,False,41869689,False,False,False,Entire apartment,2019-08-26T10:09:33.000Z,60.17464,https://www.airbnb.com/api/v2/pdp_listing_details/41869689?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Etu-Töölö,10,24.91911,1125,1,0.0,Homey 1br apartment for 4 in Etu-Töölö,Etu-Töölö,"Helsinki, Finland",Private debroom in Eira – 1km from the center,4,12,"Wifi,Kitchen,Heating",,$110,1,nightly,False,,None,52,98,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,10,52,0.0
10,True,False,True,False,False,"[64, 1, 4, 8, 72, 73, 10, 77, 85, 89, 90, 91, 92, 93, 30, 94, 95, 96, 33, 35, 40, 104, 41, 44, 45, 46, 625, 627]",5.0,1.0,1 bedroom,1,1,True,CANCEL_MODERATE,9,Helsinki,,9,10,,False,41869689,False,False,False,Entire apartment,2020-03-13T06:58:07.000Z,60.17464,https://www.airbnb.com/api/v2/pdp_listing_details/41869689?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Etu-Töölö,10,24.91911,1125,1,0.0,Homey 1br apartment for 4 in Etu-Töölö,Etu-Töölö,"Helsinki, Finland",Luminous 97m2  2BR apt w/Sauna in Katajanokka,4,12,"Wifi,Kitchen,Heating",,$110,1,nightly,False,,None,8,88,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,9,8,0.0
10,True,False,True,False,False,"[64, 1, 4, 8, 72, 73, 10, 77, 85, 89, 90, 91, 92, 93, 30, 94, 95, 96, 33, 35, 40, 104, 41, 44, 45, 46, 625, 627]",5.0,1.0,1 bedroom,1,1,True,CANCEL_MODERATE,10,Helsinki,,10,10,,False,41869689,False,False,False,Entire apartment,2020-02-16T13:34:23.000Z,60.17464,https://www.airbnb.com/api/v2/pdp_listing_details/41869689?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Etu-Töölö,10,24.91911,1125,1,0.0,Homey 1br apartment for 4 in Etu-Töölö,Etu-Töölö,"Helsinki, Finland",Heart of the city authentic studio apartment,4,12,"Wifi,Kitchen,Heating",,$110,1,nightly,False,,None,14,100,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,9,14,0.0
10,True,False,True,False,False,"[64, 1, 4, 8, 72, 73, 10, 77, 85, 89, 90, 91, 92, 93, 30, 94, 95, 96, 33, 35, 40, 104, 41, 44, 45, 46, 625, 627]",5.0,1.0,1 bedroom,1,1,True,CANCEL_MODERATE,9,Helsinki,,10,9,,False,41869689,False,False,False,Entire apartment,2019-08-31T11:27:51.000Z,60.17464,https://www.airbnb.com/api/v2/pdp_listing_details/41869689?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Etu-Töölö,10,24.91911,1125,1,0.0,Homey 1br apartment for 4 in Etu-Töölö,Etu-Töölö,"Helsingfors, Finland","Helsinki Living Arthomes #1, Design District",4,12,"Wifi,Kitchen,Heating",,$110,1,nightly,False,,None,22,88,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,9,22,0.0
10,True,False,True,False,False,"[64, 1, 4, 8, 72, 73, 10, 77, 85, 89, 90, 91, 92, 93, 30, 94, 95, 96, 33, 35, 40, 104, 41, 44, 45, 46, 625, 627]",5.0,1.0,1 bedroom,1,1,True,CANCEL_MODERATE,10,Helsinki,,10,10,,False,41869689,False,False,False,Entire apartment,2019-09-12T12:09:25.000Z,60.17464,https://www.airbnb.com/api/v2/pdp_listing_details/41869689?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Etu-Töölö,10,24.91911,1125,1,0.0,Homey 1br apartment for 4 in Etu-Töölö,Etu-Töölö,"Helsinki, Finland, Finland",Lovely city apartment in Vallila,4,12,"Wifi,Kitchen,Heating",,$110,1,nightly,False,,None,175,96,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,10,175,0.0
10,True,False,True,True,False,"[64, 1, 4, 8, 72, 73, 10, 77, 85, 89, 90, 91, 92, 93, 30, 94, 95, 96, 33, 35, 40, 104, 41, 44, 45, 46, 625, 627]",5.0,1.0,1 bedroom,1,1,True,CANCEL_MODERATE,10,Helsinki,,10,10,,False,41869689,False,False,False,Entire apartment,2020-01-02T11:37:27.000Z,60.17464,https://www.airbnb.com/api/v2/pdp_listing_details/41869689?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Etu-Töölö,9,24.91911,1125,1,0.0,Homey 1br apartment for 4 in Etu-Töölö,Etu-Töölö,"Kerava, Finland",Spacious scandinavia travelers apartment,4,12,"Wifi,Kitchen,Heating",,$110,1,nightly,False,,None,41,95,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,9,41,0.0
10,True,False,True,False,False,"[64, 1, 4, 8, 72, 73, 10, 77, 85, 89, 90, 91, 92, 93, 30, 94, 95, 96, 33, 35, 40, 104, 41, 44, 45, 46, 625, 627]",5.0,1.0,1 bedroom,1,1,True,CANCEL_MODERATE,10,Helsinki,,10,10,,False,41869689,False,False,False,Entire apartment,2019-05-12T10:16:21.000Z,60.17464,https://www.airbnb.com/api/v2/pdp_listing_details/41869689?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Etu-Töölö,10,24.91911,1125,1,0.0,Homey 1br apartment for 4 in Etu-Töölö,Etu-Töölö,"Helsinki, Finland",Disinfected well & central Kalevankatu home,4,12,"Wifi,Kitchen,Heating",,$110,1,nightly,False,,None,195,97,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,10,195,0.0
9,True,False,True,False,False,"[64, 1, 4, 8, 72, 73, 10, 77, 85, 89, 90, 91, 92, 93, 30, 94, 95, 96, 33, 35, 40, 104, 41, 44, 45, 46, 625, 627]",5.0,1.0,1 bedroom,1,1,True,CANCEL_MODERATE,9,Helsinki,,9,10,,False,41869689,False,False,False,Entire apartment,2020-01-02T12:22:31.000Z,60.17464,https://www.airbnb.com/api/v2/pdp_listing_details/41869689?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Etu-Töölö,10,24.91911,1125,1,0.0,Homey 1br apartment for 4 in Etu-Töölö,Etu-Töölö,"Helsinki, Finland",Comfy & Style Studio next to the metro station,4,12,"Wifi,Kitchen,Heating",,$110,1,nightly,False,,None,143,94,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,9,143,0.0
10,True,False,True,False,False,"[64, 1, 4, 8, 72, 73, 10, 77, 85, 89, 90, 91, 92, 93, 30, 94, 95, 96, 33, 35, 40, 104, 41, 44, 45, 46, 625, 627]",5.0,1.0,1 bedroom,1,1,True,CANCEL_MODERATE,10,Helsinki,,10,9,,False,41869689,False,False,False,Entire apartment,2020-01-19T12:36:38.000Z,60.17464,https://www.airbnb.com/api/v2/pdp_listing_details/41869689?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Etu-Töölö,10,24.91911,1125,1,0.0,Homey 1br apartment for 4 in Etu-Töölö,Etu-Töölö,"Helsingfors, Finland",SleepWell next to Expo & Convention Centre - A56,4,12,"Wifi,Kitchen,Heating",,$110,1,nightly,False,,None,3,100,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,10,3,0.0
10,True,False,False,False,False,"[64, 1, 4, 8, 72, 73, 10, 77, 85, 89, 90, 91, 92, 93, 30, 94, 95, 96, 33, 35, 40, 104, 41, 44, 45, 46, 625, 627]",5.0,1.0,1 bedroom,1,1,True,CANCEL_MODERATE,10,Helsinki,,10,10,,False,41869689,False,False,False,Entire apartment,2020-03-07T12:41:37.000Z,60.17464,https://www.airbnb.com/api/v2/pdp_listing_details/41869689?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Etu-Töölö,10,24.91911,1125,1,0.0,Homey 1br apartment for 4 in Etu-Töölö,Etu-Töölö,"Helsingfors, Finland",Cosy shared apartment,4,12,"Wifi,Kitchen,Heating",,$110,1,nightly,False,,None,37,99,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,5.0,10,37,0.0
10,True,False,True,False,False,"[1, 34, 35, 4, 21, 8, 40, 44, 92, 45, 30, 46]",,1.5,3 bedrooms,3,6,True,CANCEL_MODERATE,9,Helsinki,,10,10,,False,42733399,False,True,False,Entire condominium,2020-03-01T14:44:25.000Z,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Kluuvi,10,24.94471,1125,2,0.0,Stunning 95m2 apartment with sauna in Kaisaniemi,Kluuvi,"Helsinki, Finland",Homey 1br apartment for 4 in Etu-Töölö,8,16,"Hosted by a business,Wifi,Kitchen,Heating",,$142,37,nightly,False,,None,3,100,0,Entire condominium,Entire home/apt,entire_home,,Entire condominium,,10,3,0.0
10,True,False,True,True,False,"[1, 34, 35, 4, 21, 8, 40, 44, 92, 45, 30, 46]",,1.5,3 bedrooms,3,6,True,CANCEL_MODERATE,10,Helsinki,,10,10,,False,42733399,False,True,False,Entire condominium,2020-03-11T12:04:55.000Z,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Kluuvi,10,24.94471,1125,2,0.0,Stunning 95m2 apartment with sauna in Kaisaniemi,Kluuvi,"Espoo, Finland",Shore of clean water lake,8,16,"Hosted by a business,Wifi,Kitchen,Heating",,$142,37,nightly,False,,None,11,93,0,Entire condominium,Entire home/apt,entire_home,,Entire condominium,,9,11,0.0
10,True,False,True,False,False,"[1, 34, 35, 4, 21, 8, 40, 44, 92, 45, 30, 46]",,1.5,3 bedrooms,3,6,True,CANCEL_MODERATE,10,Helsinki,,10,10,,False,42733399,False,True,False,Entire condominium,2020-02-21T11:03:39.000Z,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Kluuvi,10,24.94471,1125,2,0.0,Stunning 95m2 apartment with sauna in Kaisaniemi,Kluuvi,"Helsinki, Finland","Disinfected well,  2-room home in Eira-area",8,16,"Hosted by a business,Wifi,Kitchen,Heating",,$142,37,nightly,False,,None,51,98,0,Entire condominium,Entire home/apt,entire_home,,Entire condominium,,10,51,0.0
9,False,False,False,False,False,"[1, 34, 35, 4, 21, 8, 40, 44, 92, 45, 30, 46]",,1.5,3 bedrooms,3,6,True,CANCEL_MODERATE,10,Helsinki,,8,10,,False,42733399,False,True,False,Entire condominium,2019-09-06T11:06:25.000Z,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Kluuvi,10,24.94471,1125,2,0.0,Stunning 95m2 apartment with sauna in Kaisaniemi,Kluuvi,"Helsingfors, Uusimaa, Finland",Beautiful Room in Center,8,16,"Hosted by a business,Wifi,Kitchen,Heating",,$142,37,nightly,False,,None,71,89,0,Entire condominium,Entire home/apt,entire_home,,Entire condominium,,9,71,0.0
10,False,False,False,False,False,"[1, 34, 35, 4, 21, 8, 40, 44, 92, 45, 30, 46]",,1.5,3 bedrooms,3,6,True,CANCEL_MODERATE,10,Helsinki,,10,10,,False,42733399,False,True,False,Entire condominium,2019-11-12T13:39:01.000Z,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Kluuvi,10,24.94471,1125,2,0.0,Stunning 95m2 apartment with sauna in Kaisaniemi,Kluuvi,"Helsinki, Finland","Spacious room in a strict centre, Design District",8,16,"Hosted by a business,Wifi,Kitchen,Heating",,$142,37,nightly,False,,None,112,96,0,Entire condominium,Entire home/apt,entire_home,,Entire condominium,,10,112,0.0
10,False,False,False,False,False,"[1, 34, 35, 4, 21, 8, 40, 44, 92, 45, 30, 46]",,1.5,3 bedrooms,3,6,True,CANCEL_MODERATE,10,Helsinki,,10,10,,False,42733399,False,True,False,Entire condominium,2020-03-09T11:02:44.000Z,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Kluuvi,10,24.94471,1125,2,0.0,Stunning 95m2 apartment with sauna in Kaisaniemi,Kluuvi,"Helsingfors, Finland",❤️ Pocket Wifi - Newly renovated - Clean & Bright,8,16,"Hosted by a business,Wifi,Kitchen,Heating",,$142,37,nightly,False,,None,9,96,0,Entire condominium,Entire home/apt,entire_home,,Entire condominium,,9,9,0.0
9,False,False,False,False,False,"[1, 34, 35, 4, 21, 8, 40, 44, 92, 45, 30, 46]",,1.5,3 bedrooms,3,6,True,CANCEL_MODERATE,9,Helsinki,,9,9,,False,42733399,False,True,False,Entire condominium,2019-09-26T10:54:23.000Z,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Kluuvi,10,24.94471,1125,2,0.0,Stunning 95m2 apartment with sauna in Kaisaniemi,Kluuvi,"Helsingfors, Finland",Up the Stairs Bedroom Deluxe,8,16,"Hosted by a business,Wifi,Kitchen,Heating",,$142,37,nightly,False,,None,51,87,0,Entire condominium,Entire home/apt,entire_home,,Entire condominium,,9,51,0.0
9,False,False,False,False,False,"[1, 34, 35, 4, 21, 8, 40, 44, 92, 45, 30, 46]",,1.5,3 bedrooms,3,6,True,CANCEL_MODERATE,9,Helsinki,,5,8,,False,42733399,False,True,False,Entire condominium,2020-01-31T14:55:40.000Z,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Kluuvi,10,24.94471,1125,2,0.0,Stunning 95m2 apartment with sauna in Kaisaniemi,Kluuvi,"Helsingfors, Finland","Shared Room in Central Area, Upscale yet relaxed",8,16,"Hosted by a business,Wifi,Kitchen,Heating",,$142,37,nightly,False,,None,2,50,0,Entire condominium,Entire home/apt,entire_home,,Entire condominium,,7,2,0.0
10,True,False,True,False,False,"[1, 34, 35, 4, 21, 8, 40, 44, 92, 45, 30, 46]",,1.5,3 bedrooms,3,6,True,CANCEL_MODERATE,10,Helsinki,,9,10,,False,42733399,False,True,False,Entire condominium,2019-09-15T13:23:17.000Z,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Kluuvi,10,24.94471,1125,2,0.0,Stunning 95m2 apartment with sauna in Kaisaniemi,Kluuvi,"Helsingfors, Finland",Casa Kruna,8,16,"Hosted by a business,Wifi,Kitchen,Heating",,$142,37,nightly,False,,None,55,96,0,Entire condominium,Entire home/apt,entire_home,,Entire condominium,,10,55,0.0
10,True,False,True,True,False,"[1, 34, 35, 4, 21, 8, 40, 44, 92, 45, 30, 46]",,1.5,3 bedrooms,3,6,True,CANCEL_MODERATE,10,Helsinki,,10,10,,False,42733399,False,True,False,Entire condominium,2020-03-12T11:27:44.000Z,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Kluuvi,10,24.94471,1125,2,0.0,Stunning 95m2 apartment with sauna in Kaisaniemi,Kluuvi,"Helsinki, Finland",Delightful two room apartment in central Helsinki,8,16,"Hosted by a business,Wifi,Kitchen,Heating",,$142,37,nightly,False,,None,15,99,0,Entire condominium,Entire home/apt,entire_home,,Entire condominium,,10,15,0.0
10,True,False,True,False,False,"[1, 34, 35, 4, 21, 8, 40, 44, 92, 45, 30, 46]",,1.5,3 bedrooms,3,6,True,CANCEL_MODERATE,10,Helsinki,,10,10,,False,42733399,False,True,False,Entire condominium,2020-03-15T14:50:42.000Z,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Kluuvi,10,24.94471,1125,2,0.0,Stunning 95m2 apartment with sauna in Kaisaniemi,Kluuvi,"Helsinki, Uusimaa, Finland",Spacious 2-Room Apartment Near Airport and City,8,16,"Hosted by a business,Wifi,Kitchen,Heating",,$142,37,nightly,False,,None,237,99,0,Entire condominium,Entire home/apt,entire_home,,Entire condominium,,10,237,0.0
10,True,False,True,False,False,"[1, 34, 35, 4, 21, 8, 40, 44, 92, 45, 30, 46]",,1.5,3 bedrooms,3,6,True,CANCEL_MODERATE,10,Helsinki,,10,10,,False,42733399,False,True,False,Entire condominium,2020-03-11T14:15:16.000Z,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Kluuvi,10,24.94471,1125,2,0.0,Stunning 95m2 apartment with sauna in Kaisaniemi,Kluuvi,"Vantaa, Finland","Modern, apartment, sauna (Airport, Kartanonkoski)",8,16,"Hosted by a business,Wifi,Kitchen,Heating",,$142,37,nightly,False,,None,13,98,0,Entire condominium,Entire home/apt,entire_home,,Entire condominium,,10,13,0.0
10,True,False,True,True,True,"[1, 34, 35, 4, 21, 8, 40, 44, 92, 45, 30, 46]",,1.5,3 bedrooms,3,6,True,CANCEL_MODERATE,10,Helsinki,,9,10,,False,42733399,False,True,False,Entire condominium,2019-10-23T13:10:03.000Z,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Kluuvi,10,24.94471,1125,2,0.0,Stunning 95m2 apartment with sauna in Kaisaniemi,Kluuvi,"Helsinki, Finland",Downtown family comfort beauty,8,16,"Hosted by a business,Wifi,Kitchen,Heating",,$142,37,nightly,False,,None,16,96,0,Entire condominium,Entire home/apt,entire_home,,Entire condominium,,10,16,0.0
9,True,False,True,False,False,"[1, 34, 35, 4, 21, 8, 40, 44, 92, 45, 30, 46]",,1.5,3 bedrooms,3,6,True,CANCEL_MODERATE,9,Helsinki,,10,10,,False,42733399,False,True,False,Entire condominium,2016-09-29T06:11:17.000Z,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-16&checkout=2020-04-17&adults=1,Helsinki,Kluuvi,10,24.94471,1125,2,0.0,Stunning 95m2 apartment with sauna in Kaisaniemi,Kluuvi,"Helsinki, Suomi, Finland",Nice and small 18 m^2 studio at HKI centrum: WI-FI,8,16,"Hosted by a business,Wifi,Kitchen,Heating",,$142,37,nightly,False,,None,30,94,0,Entire condominium,Entire home/apt,entire_home,,Entire condominium,,9,30,0.0
